店コード	店名称（漢字）	郵便番号	住所	latitude	longitude
01846	大和店	2420017	神奈川県大和市大和東3-1-1	35.47226	139.462313
01853	磐田店	4380071	静岡県磐田市今之浦2-9-2	34.719491	137.860441
01861	津山城北通り店	7080822	岡山県津山市林田150-1	35.066378	134.018874
01864	宇都宮細谷店	3200073	栃木県宇都宮市細谷1-6-25	36.591094	139.856381
01867	福井エルパ店	9100836	福井県福井市大和田2-1212	36.094445	136.249128
01868	靱本町店	5500004	大阪府大阪市西区靱本町1-6-17	34.683858	135.491748
01874	綱島西店	2230053	神奈川県横浜市港北区綱島西3-1-6	35.540101	139.631309
01875	福山川口店	7200821	広島県福山市東川口町4-9-22	34.476595	133.385617
01877	須坂店	3820004	長野県須坂市大字小河原高畑町1088-1	36.6736532	138.3139547
01880	トキハわさだタウン店	8701155	大分県大分市大字玉沢755-1	33.188581	131.585333
01881	早島インター店	7010304	岡山県都窪郡早島町大字早島2576-1	34.603169	133.820787
01883	中津如水店	8710011	大分県中津市大字下池永861-1	33.584308	131.217816
01889	八代あまがえ通り店	8660893	熊本県八代市海士江町3351-1	32.527204	130.624471
01899	宇都宮岩曽店	3210973	栃木県宇都宮市岩曽町1318-1	36.585258	139.905533
01910	ドン・キホーテ浦和原山店	3360931	埼玉県さいたま市緑区原山4-3-3	35.870394	139.67285
01912	飯塚かやの森店	8200011	福岡県飯塚市柏の森7-1	33.639866	130.701641
01915	金沢中央バイパス店	9208202	石川県金沢市西都1-277	36.590955	136.626665
01921	熊本健軍店	8612118	熊本県熊本市東区花立1-4-13	32.781529	130.774008
01923	平井南口店	1320035	東京都江戸川区平井3-30-5	35.706629	139.844083
01924	トヨタ高橋店	4710808	愛知県豊田市渋谷町3-38-7	35.084706	137.186357
01928	倉敷児島店	7110906	岡山県倉敷市児島下の町2-1577-4	34.47761	133.824246
01929	新居浜喜光地店	7920827	愛媛県新居浜市西喜光地町8-2	33.937448	133.295681
01930	西条店	7930028	愛媛県西条市新田199-7	33.927466	133.185002
01931	伊予三島店	7990422	愛媛県四国中央市中之庄町76	33.977571	133.530627
01932	大洲店	7950071	愛媛県大洲市新谷乙504-7	33.534653	132.590809
01933	宇和島店	7980022	愛媛県宇和島市伊吹町1500-1	33.236735	132.574746
01938	多気バイパス店	5192179	三重県多気郡多気町仁田696-1	34.483284	136.548929
01944	鴻の巣店	4680003	愛知県名古屋市天白区鴻の巣1-306	35.141523	136.997759
01946	池袋西口店	1710021	東京都豊島区西池袋5-2-11春谷ﾋﾞﾙ	35.729677	139.704246
01947	いわつか店	4530842	愛知県名古屋市中村区剣町220	35.159782	136.846292
01948	伊勢崎華蔵寺前店	3720004	群馬県伊勢崎市堤下町113-1	36.338536	139.195753
01951	倉敷福田公園前店	7128044	岡山県倉敷市東塚5-1204-1	34.527385	133.761534
01952	深谷駅前店	3660824	埼玉県深谷市西島町3-1-7	36.192893	139.283095
01957	高知野市店	7815232	高知県香南市野市町西野1711-1	33.564098	133.69356
01958	高知インター店	7800071	高知県高知市高そね14-10	33.571472	133.556153
01959	須崎店	7850035	高知県須崎市大間東町4-35	33.408401	133.287905
01960	高松レインボー店	7618075	香川県高松市多肥下町1558-9	34.301456	134.056982
01961	春日部藤塚店	3440011	埼玉県春日部市藤塚1141-1	35.971704	139.777246
01964	宇部インター店	7550037	山口県宇部市西梶返1-12-10	33.95426	131.26024
01968	古河旭町店	3060012	茨城県古河市旭町2-1-64	36.196895	139.723756
01969	大船店	2470056	神奈川県鎌倉市大船2-16-50	35.350217	139.537416
01970	八千代中央店	2760042	千葉県八千代市ゆりのき台2-3-1	35.731933	140.10413
01975	甲府昭和通り店	4093851	山梨県中巨摩郡昭和町河西1082-1	35.615594	138.524193
01976	守山中央店	4630096	愛知県名古屋市守山区森宮町176	35.209466	136.964723
01987	久留米上津店	8300056	福岡県久留米市本山1-4-35	33.286196	130.519865
01989	名駅南店	4540003	愛知県名古屋市中川区松重町4-35ﾀｲﾎｳ名駅南ﾋﾞﾙ	35.155831	136.892737
01994	佐賀南バイパス店	8400023	佐賀県佐賀市本庄町大字袋267-7	33.238252	130.306296
01995	阿南店	7740015	徳島県阿南市才見町荒井ｹ内2-1	33.913082	134.67828
01998	大倉山店	2220037	神奈川県横浜市港北区大倉山3-29-2	35.524062	139.623611
01999	日向店	8830068	宮崎県日向市亀崎西1-12	32.437691	131.628947
02001	成増店	1750094	東京都板橋区成増2-15-10	35.780887	139.632261
02011	国立大学通り店	1860002	東京都国立市東1ｰ15ｰ8吉野ﾋﾞﾙ1F	35.693484	139.450907
02108	西友成増店	1750094	東京都板橋区成増3-11-3	35.780887	139.632261
02144	渋谷道玄坂店	1500043	東京都渋谷区道玄坂2-29-8	35.658302	139.69736
02232	秋葉原末広町店	1010021	東京都千代田区外神田3-16-14	35.701934	139.77072
02240	北浜店	5410042	大阪府大阪市中央区今橋1-7-14	34.69048	135.503552
02285	柏東口店	2770005	千葉県柏市柏2-3-4冨士見軒ﾋﾞﾙ(ｲﾄｰﾖｰｶ堂同一ﾋﾞﾙ)1F2F	35.862973	139.976664
02294	江ノ島店	2510037	神奈川県藤沢市鵠沼海岸1-6-18	35.320766	139.467386
02297	銀座ナイン店	1040061	東京都中央区銀座8-7先銀座ﾅｲﾝ2号館	35.671212	139.765106
02299	蒲生四丁目店	5360016	大阪府大阪市城東区蒲生4-22-4泉秀園ﾋﾞﾙ1階	34.698752	135.541544
02318	大崎店	1416002	東京都品川区大崎2-1-12F	35.618461	139.7276249
02322	市ヶ谷田町店	1620843	東京都新宿区市谷田町1-1	35.695043	139.737713
02323	芝大門店	1050012	東京都港区芝大門1-15-7	35.656897	139.75384
02325	関内店	2310032	神奈川県横浜市中区不老町1-2-1	35.441476	139.636234
02336	ニッセイ新大阪ビル店	5320003	大阪府大阪市淀川区宮原3-4-30	34.73675	135.497918
02347	ＭＯＳＤＯイオンモール広島府中店	7358588	広島県安芸郡府中町大須2-1-1ｲｵﾝﾓｰﾙ広島府中ｿﾚｲﾕ内1階	34.372778	132.510278
02350	西銀座店	1040061	東京都中央区銀座四丁目1	35.671212	139.765106
02351	飯田橋東店	1020072	東京都千代田区飯田橋3-6-9	35.69954	139.749321
02352	四谷四丁目店	1600004	東京都新宿区四谷4-7白川ﾋﾞﾙ1F	35.687623	139.723109
02357	青物横丁駅前店	1400004	東京都品川区南品川2-5-7松本ﾋﾞﾙ1階	35.611779	139.741202
02368	専修大学生田店	2140033	神奈川県川崎市多摩区東三田2-1-1専修大学生田10号館4F	35.610052	139.55094
02380	渋谷公園通り店	1500042	東京都渋谷区宇田川町2-1	35.66163	139.697169
02385	阪急大井町店	1400014	東京都品川区大井1-50-5	35.600618	139.730063
02386	松戸駅東口店	2710092	千葉県松戸市松戸1178-8	35.777515	139.901762
02390	羽田空港第３ターミナル店	1440041	東京都大田区羽田空港二丁目6-5東京国際空港国際線旅客ﾀｰﾐﾅﾙﾋﾞﾙ4階	35.552413	139.769738
02392	フレンテ笹塚店	1510073	東京都渋谷区笹塚1-47-1	35.675019	139.666622
02393	吉川美南店	3420038	埼玉県吉川市美南4-1-6	35.8682967	139.8524449
02395	くずは店	5731121	大阪府枚方市楠葉花園町14-10京阪くずは駅ﾋﾞﾙ南館1-A区画	34.860151	135.676001
02398	ヨークフーズ新宿富久店	1620067	東京都新宿区富久町17-2	35.693258	139.716002
02399	恵比寿東店	1500013	東京都渋谷区恵比寿1-10-7	35.645289	139.715736
02400	大宮東口店	3300846	埼玉県さいたま市大宮区大門町2-118	35.907399	139.627457
02404	原宿表参道店	1500001	東京都渋谷区神宮前1-13-21ｼｬﾝｾﾞｰﾙ原宿1号館	35.669224	139.707295
02405	ホワイティうめだ店	5300018	大阪府大阪市北区小松原町梅田地下街4-2	34.702135	135.500288
02406	高田馬場四丁目店	1690075	東京都新宿区高田馬場4-9-14	35.712056	139.703085
02407	豊洲駅前店	1350061	東京都江東区豊洲4-1-4ﾍﾞｲﾎｰﾑ豊洲1階	35.654488	139.794319
02408	大宮ソニックシティ前店	3300854	埼玉県さいたま市大宮区桜木町2-902107区画	35.906505	139.619051
02409	うめきたグリーンプレイス店	5300011	大阪府大阪市北区大深町5-1うめきたｸﾞﾘｰﾝﾌﾟﾚｲｽ2階213区画	34.704221	135.492719
02411	六本木店	1060032	東京都港区六本木7-14-6	35.663498	139.734201
02512	ＭＯＳ５０　一号車	1416002	東京都品川区大崎2-1-1ThinkParkTower2階	35.618461	139.7276249
02513	ＭＯＳ５０　二号車	1416002	東京都品川区大崎2-1-1ThinkParkTower2階	35.618461	139.7276249
02521	スタンドバイモス東武池袋駅店	1710021	東京都豊島区西池袋1-1-21	35.729677	139.704246
02617	マザーリーフさっぽろ東急店	0600004	北海道札幌市中央区北4条西2丁目さっぽろ東急百貨店2F	43.064727	141.340607
02627	マザーリーフ横浜スカイビル店	2200011	神奈川県横浜市西区高島2-19-12ｽｶｲﾋﾞﾙ2F	35.463156	139.623956
02629	マザーリーフイオンモール広島府中店	7358588	広島県安芸郡府中町大須2-1-1-2008	34.372778	132.510278
02655	モスプレミアム千駄ヶ谷店	1510051	東京都渋谷区千駄ヶ谷1-8-11	35.679683	139.707019
02657	モスプレミアム桜木町クロスゲート店	2310062	神奈川県横浜市中区桜木町1-101-1	35.451521	139.63042
02658	ＭＯＳＤＯららぽーと新三郷店	3418550	埼玉県三郷市新三郷ららｼﾃｨ3-1-1ららぽｰと新三郷2F2070	35.85945	139.86638
02671	カフェ山と海と太陽アスティ静岡店	4200851	静岡県静岡市葵区黒金町47ｱｽﾃｨ静岡	34.972027	138.389376
02672	カフェ山と海と太陽　アトレ亀戸店	1360071	東京都江東区亀戸5-1-1ｱﾄﾚ亀戸1階	35.698907	139.829848
02858	マザーリーフＴＳグランデュオ立川店	1900023	東京都立川市柴崎町3-2-1ｸﾞﾗﾝﾃﾞｭｵ立川7階	35.692082	139.406617
02859	マザーリーフＴＳ大崎店	1416090	東京都品川区大崎2-1-1ThinkParkPlaza2F	35.618461	139.7276249
02861	マザーリーフＴＳ阪急西宮ガーデンズ店	6638204	兵庫県西宮市高松町14-2阪急西宮ｶﾞｰﾃﾞﾝｽﾞ3階南ﾓｰﾙ	34.745865	135.35963
02864	マザーリーフＴＳ流山おおたかの森店	2700139	千葉県流山市おおたかの森南1-5-1流山おおたかの森S･C本館2階	35.867331	139.924348
02870	マザーリーフＴＳ桜木町クロスゲート店	2310062	神奈川県横浜市中区桜木町1-101-1	35.451521	139.63042
02873	マザーリーフＴＳグランエミオ所沢店	3590037	埼玉県所沢市くすのき台1-14-5ｸﾞﾗﾝｴﾐｵ所沢3階TSUTAYAﾌﾞｯｸｽﾄｱ内	35.78806	139.476965
02951	あえん自由が丘店	1520035	東京都目黒区自由が丘2-8-20	35.611285	139.667551
02952	あえん伊勢丹会館店	1600022	東京都新宿区新宿3丁目15-17伊勢丹会館4F	35.692682	139.708451
02953	あえん目白店	1710031	東京都豊島区目白2丁目39-1ﾄﾗｯﾄﾞ目白2F	35.722885	139.704196
02954	あえん大崎ＴｈｉｎｋＰａｒｋ店	1416002	東京都品川区大崎2-1-1ThinkPark2F	35.618461	139.7276249
02971	玄米食堂あえん　エキュート大宮店	3300853	埼玉県さいたま市大宮区錦町630番地JR東日本大宮駅構内	35.907107	139.623646
02973	玄米食堂あえんアコルデ代々木上原店	1510066	東京都渋谷区西原3丁目8-5ｱｺﾙﾃﾞ代々木上原1F	35.673209	139.679289
02974	玄米食堂あえん　川口駅前店	3320015	埼玉県川口市川口1-1-1ｷｭﾎﾟ･ﾗ専門店A3階A305区画	35.800942	139.71448
02975	玄米食堂あえん　町田パリオ店	1940022	東京都町田市森野1-15-13ﾊﾟﾘｵﾋﾞﾙ1F	35.550722	139.436628
03301	武蔵境北口店	1800022	東京都武蔵野市境2-2-23	35.702722	139.542029
03304	島原店	8550036	長崎県島原市城内三丁目1270番3	32.795013	130.363957
03307	京急久里浜店	2390831	神奈川県横須賀市久里浜4-8-12	35.225991	139.70659
03308	阪急伊丹店	6640851	兵庫県伊丹市中央1-6-19	34.77985	135.416247
03309	入間丸広百貨店	3580003	埼玉県入間市豊岡1-6-12	35.835218	139.390044
04002	玉名店	8650065	熊本県玉名市築地100-1	32.934417	130.532131
04009	都立大学店	1520023	東京都目黒区八雲1-5-1	35.620677	139.66983
04013	鶴見西口店	2300062	神奈川県横浜市鶴見区豊岡町8-23	35.509091	139.67406
04014	西舞鶴店	6240821	京都府舞鶴市字公文名小字大将軍291	35.432606	135.329847
04015	三年坂店	6408145	和歌山県和歌山市岡山丁2-7	34.226574	135.176559
04024	共和店	4740074	愛知県大府市共栄町8-11-11	35.041819	136.956249
04027	津島店	4960071	愛知県津島市新開町1-29-1	35.171307	136.749423
04033	大野城店	8160932	福岡県大野城市瓦田5-3-1	33.5334	130.484905
04042	溝の口中央店	2130001	神奈川県川崎市高津区溝口3-1-3	35.603526	139.613372
04044	鶴ヶ峰店	2410022	神奈川県横浜市旭区鶴ヶ峰2-20-3	35.473722	139.549466
04047	都島店	5340021	大阪府大阪市都島区都島本通2-14-12ｸﾞﾗﾝﾋﾟｱｲｸﾔﾏﾋﾞﾙ1階	34.708124	135.528415
04048	武蔵浦和店	3360021	埼玉県さいたま市南区別所7-1-15	35.851116	139.645054
04049	浜松三島町店	4300853	静岡県浜松市中央区三島町1366-2	34.687744	137.744813
04053	高岡南店	9330874	富山県高岡市京田433	36.729568	137.014066
04054	野々市押越店	9218803	石川県野々市市押越1-203	36.539101	136.607338
04057	イオン若松店	8080103	福岡県北九州市若松区二島1-3-1	33.893027	130.746348
04064	筑後店	8330055	福岡県筑後市大字熊野1437-1	33.229277	130.500333
04066	大塚北口店	1700004	東京都豊島区北大塚2-27-1	35.733758	139.727936
04069	烏丸今出川店	6020033	京都府京都市上京区今出川町329-1	35.028776	135.744985
04074	東船橋駅前店	2730002	千葉県船橋市東船橋4-31-7	35.69694	140.0044
04076	長崎浜町店	8500853	長崎県長崎市浜町1-4	32.744023	129.877892
04077	ウニクス南古谷店	3500026	埼玉県川越市泉町4-8ｳﾆｸｽ南古谷SC内	35.904785	139.513531
04079	坂戸にっさい店	3500269	埼玉県坂戸市にっさい花みず木2丁目7-1	35.971066	139.368236
04080	巻店	9530041	新潟県新潟市西蒲区巻甲4013-3	37.7664419	138.9078201
04081	幡ヶ谷店	1510072	東京都渋谷区幡ヶ谷2-52-3	35.677618	139.673933
04085	五月台店	2150025	神奈川県川崎市麻生区五力田2-3-1	35.600295	139.493876
04087	八王子北口店	1920081	東京都八王子市横山町1-6	35.659843	139.336985
04088	高知土佐道路店	7808050	高知県高知市鴨部1105-1	33.546216	133.505525
04094	逗子店	2490006	神奈川県逗子市逗子5-2-50	35.295338	139.580073
04096	門真岸和田店	5710002	大阪府門真市岸和田3-43-34	34.727818	135.620249
04098	エミオ武蔵関店	1770051	東京都練馬区関町北4-2-13	35.728666	139.573882
04099	仙台西多賀店	9820804	宮城県仙台市太白区鈎取1-1-7	38.225878	140.841698
04101	佐原店	2870003	千葉県香取市佐原ｲ4224-3	35.892849	140.505678
04102	袋井店	4370065	静岡県袋井市堀越1-10-3	34.755478	137.910509
04104	秋田広面店	0100041	秋田県秋田市広面字小沼古川端13-1	39.721646	140.145526
04107	イオンタウン小郡店	7540023	山口県山口市小郡前田町3-10	34.085153	131.397683
04110	東出雲アイパルテ店	6990110	島根県松江市東出雲町錦新町8-1-3	35.432165	133.138426
04114	日田店	8770077	大分県日田市大字友田南友田町519-1	33.324528	130.907925
04116	上越高田店	9430834	新潟県上越市西城町1-2-2	37.114129	138.250027
04124	千歳サーモンパーク店	0660021	北海道千歳市東郊1-3-8	42.8369	141.663037
04127	ビバホーム鴻巣店	3650062	埼玉県鴻巣市箕田1771-1	36.081266	139.488549
04128	赤坂けやき通り店	8100042	福岡県福岡市中央区赤坂1-1-5鶴田けやきﾋﾞﾙ1階	33.585006	130.387956
04129	吉祥寺サンロード店	1800004	東京都武蔵野市吉祥寺本町1-12-5	35.705628	139.57637
04131	熊本東バイパス店	8620924	熊本県熊本市中央区帯山2-6-14	32.803883	130.751881
04132	大分鶴崎店	8700131	大分県大分市大字皆春1600-6	33.233528	131.682372
04135	東府中店	1830006	東京都府中市緑町3-8-7	35.672408	139.489073
04136	伊万里店	8480032	佐賀県伊万里市二里町大里甲2082-1	33.26602	129.865726
04137	長崎大村店	8560814	長崎県大村市松並2-894	32.921054	129.948004
04146	新琴似四番通店	0010907	北海道札幌市北区新琴似7条17丁目4-1	43.117496	141.32052
04147	福岡三輪店	8380804	福岡県朝倉郡筑前町森山291-1	33.453463	130.628784
04149	豊田旭ヶ丘店	1910065	東京都日野市旭が丘1-10-12	35.657841	139.368368
04155	隼人店	8995117	鹿児島県霧島市隼人町見次986-1	31.741195	130.740374
04158	さくらんぼ東根駅前店	9993720	山形県東根市さくらんぼ駅前1-7-23	38.428101	140.384383
04166	大分高城店	8700156	大分県大分市高城新町1-3	33.242861	131.652061
04168	熊本近見店	8614101	熊本県熊本市南区近見9-2-1	32.763878	130.6936
04170	日暮里店	1160014	東京都荒川区東日暮里5-51-1	35.729408	139.781216
04172	熊谷駅店	3600036	埼玉県熊谷市桜木町1-1-1	36.137559	139.38794
04176	春日井市民病院前店	4860803	愛知県春日井市西山町3-15-4	35.275106	136.976304
04178	牛頸店	8160973	福岡県大野城市横峰1-2-13	33.505986	130.473573
04179	福岡小郡店	8380141	福岡県小郡市大字小郡693-2	33.404597	130.548156
04181	山形駅前大通り店	9900039	山形県山形市香澄町2-2-41	38.248282	140.331466
04184	松山天山店	7900951	愛媛県松山市天山3-1-29	33.822246	132.781407
04188	町田駅ターミナル口店	1940013	東京都町田市原町田4-6-15	35.543444	139.451623
04192	一宮浅野店	4910871	愛知県一宮市浅野山林64-1	35.294663	136.82909
04200	博多バスターミナル店	8120012	福岡県福岡市博多区博多駅中央街2-1	33.589388	130.419404
04209	くりえいと赤間店	8114184	福岡県宗像市くりえいと1-5-2	33.813225	130.563889
04215	さくら氏家店	3291323	栃木県さくら市卯の里3-43-13	36.680545	139.960072
04216	河辺店	1980036	東京都青梅市河辺町8-3-8	35.781599	139.28843
04217	国領駅前店	1820022	東京都調布市国領町2-5-15	35.648175	139.558329
04218	門前仲町店	1350048	東京都江東区門前仲町1-20-3	35.673011	139.79525
04219	泉北２号豊田店	5900106	大阪府堺市南区豊田1058	34.494612	135.498841
04222	フェイス高須店	8080144	福岡県北九州市若松区高須東4-1-10	33.890684	130.695353
04224	ビバホーム大井町店	3560044	埼玉県ふじみ野市西鶴ヶ岡1-3-15ﾋﾞﾊﾞﾓｰﾙ埼玉大井内	35.862752	139.498364
04225	土佐高岡店	7811102	高知県土佐市高岡町乙2741-1	33.502052	133.42205
04226	網走店	0930034	北海道網走市つくしヶ丘2-3-2	43.99331	144.288604
04227	下館店	3080041	茨城県筑西市乙931	36.306522	139.974549
04229	伊勢崎バイパス店	3720812	群馬県伊勢崎市連取町928	36.317666	139.180388
04231	宇部厚南店	7590204	山口県宇部市大字妻崎開作508-1	33.977915	131.209201
04232	フジグラン緑井店	7310103	広島県広島市安佐南区緑井1-5-2	34.47114	132.477669
04235	コープ西大寺店	7048112	岡山県岡山市東区西大寺上3-855-1	34.659377	134.03519
04236	福岡箱崎店	8120053	福岡県福岡市東区箱崎5-1-8楽市楽座箱崎内	33.623623	130.422238
04238	石岡店	3150001	茨城県石岡市石岡1-3-1	36.192382	140.283549
04251	姶良バイパス店	8995431	鹿児島県姶良市西餅田286	31.732027	130.621456
04255	松浦公園前店	8570053	長崎県佐世保市常盤町7-13ﾊﾟｰｸｻｲﾄﾞﾊﾟﾙ1F101号	33.173931	129.718694
04258	貝塚店	5970081	大阪府貝塚市麻生中1056-1	34.434591	135.373981
04261	徳島末広ベイサイド店	7700865	徳島県徳島市南末広町7-4	34.060351	134.574306
04262	加賀店	9220334	石川県加賀市西島町57-1	36.31233	136.367008
04263	たるい店	5032124	岐阜県不破郡垂井町宮代3057-1	35.360722	136.527838
04264	岡崎大西店	4440871	愛知県岡崎市大西1-16-7	34.941846	137.182584
04267	伏見大手筋店	6128053	京都府京都市伏見区東大手町754	34.93313	135.761668
04268	橋本彩の台店	6480019	和歌山県橋本市あやの台1-2-3	34.339151	135.65257
04270	西春店	4810033	愛知県北名古屋市西之保青野193	35.246979	136.8622
04271	港北ニュータウンセンター中央店	2240001	神奈川県横浜市都筑区中川8-1-14	35.557911	139.570094
04272	広島八丁堀店	7300013	広島県広島市中区八丁堀6-3	34.39616	132.463245
04273	松山三津店	7918067	愛媛県松山市古三津2-18-29	33.853375	132.729833
04274	上板橋北口店	1740071	東京都板橋区常盤台4-31-5幸ﾋﾞﾙ	35.762039	139.686094
04278	会津千石店	9650026	福島県会津若松市平安町1-17	37.501021	139.942266
04285	姫路辻井店	6700083	兵庫県姫路市辻井3-6-8	34.850665	134.671809
04286	青森大野店	0300852	青森県青森市大字大野字若宮171	40.808486	140.733932
04287	伊達店	0520021	北海道伊達市末永町44-18	42.479053	140.869215
04288	山形七日町店	9900043	山形県山形市本町2-4-18	38.250868	140.338284
04289	菊川店	4390031	静岡県菊川市加茂2194-1	34.743915	138.078587
04293	熊谷肥塚店	3600015	埼玉県熊谷市肥塚4-120	36.160301	139.387838
04295	ルート４６滝沢店	0200766	岩手県滝沢市大釜八幡前121-1	39.703586	141.060819
04298	倉敷笹沖東店	7100038	岡山県倉敷市新田3145-1	34.583072	133.778477
04299	四日市生桑店	5120911	三重県四日市市生桑町128-3	34.985589	136.597663
04300	梅屋敷店	1430014	東京都大田区大森中2-2-16	35.567632	139.732825
04305	呉焼山店	7370935	広島県呉市焼山中央2-6-56	34.292972	132.560964
04307	稚内店	0970014	北海道稚内市新光町1483ｰ7	45.376279	141.699651
04308	近鉄あべの橋店	5450052	大阪府大阪市阿倍野区阿倍野筋1-1-43あべの橋駅東口構内	34.641897	135.511538
04309	近鉄布施店	5770056	大阪府東大阪市長堂1-1-1	34.666956	135.564934
04314	紀三井寺店	6410012	和歌山県和歌山市紀三井寺674宮田ﾋﾞﾙ	34.178174	135.190217
04321	八尾かやふり店	5810834	大阪府八尾市萱振町3-46-1	34.639087	135.605233
04335	カインズ沼津店	4100315	静岡県沼津市桃里571-1ｶｲﾝｽﾞ沼津店内	35.133839	138.766003
04338	フジグラン神辺店	7202104	広島県福山市神辺町字道上75	34.554556	133.3554897
04343	追浜店	2370063	神奈川県横須賀市追浜東町3-63	35.312544	139.632184
04345	佐賀江北店	8490502	佐賀県杵島郡江北町大字佐留志2096-1	33.21967	130.167034
04356	松山東環状店	7900916	愛媛県松山市束本1-6-4	33.83085	132.787418
04363	ユニバーサル・シティウォーク大阪店	5540024	大阪府大阪市此花区島屋6-2-61-302･2	34.67447	135.440056
04365	富山呉羽店	9300108	富山県富山市本郷東部16-3	36.732671	137.150507
04370	黒埼パーキングエリア店	9501121	新潟県新潟市西区板井1807	37.82048	139.000991
04379	練馬駅店	1760001	東京都練馬区練馬1-3-5	35.741082	139.650717
04394	川崎東口店	2100007	神奈川県川崎市川崎区駅前本町7-3	35.53115	139.698574
04407	宮崎清武店	8891605	宮崎県宮崎市清武町加納乙451-1	31.871759	131.397004
04411	国府店	7793117	徳島県徳島市国府町日開437-1	34.082459	134.477786
04413	アイ・モール高砂店	6760807	兵庫県高砂市米田町島83-1	34.783893	134.802361
04419	武庫之荘南口店	6610033	兵庫県尼崎市南武庫之荘1-14-8	34.746353	135.386667
04421	南紀白浜店	6460011	和歌山県田辺市新庄町3776-14	33.712975	135.403095
04424	鯖江店	9160041	福井県鯖江市東鯖江1丁目105番	35.9462967	136.1960787
04426	北広島店	0611131	北海道北広島市美沢4-1-1	42.983396	141.55704
04428	そよら西宮今津店	6620923	兵庫県西宮市浜松原町21-1	34.726784	135.345543
04429	東長崎店	8510134	長崎県長崎市田中町226-41	32.771601	129.938493
04431	あづみ野穂高店	3998303	長野県安曇野市穂高801-1	36.337699	137.885455
04433	湘南台店	2520804	神奈川県藤沢市湘南台2ｰ8ｰ4	35.397154	139.46818
04435	福岡野間店	8150041	福岡県福岡市南区野間2-2-3	33.556001	130.411265
04436	春日桜ヶ丘店	8160872	福岡県春日市桜ヶ丘4-20	33.546249	130.449032
04437	枚方茄子作店	5730071	大阪府枚方市茄子作5-779-1	34.784023	135.664009
04438	勝川店	4860945	愛知県春日井市勝川町6-151	35.22589	136.951009
04439	藤枝店	4260066	静岡県藤枝市青葉町5-1-25	34.842476	138.242875
04441	船橋本町店	2730005	千葉県船橋市本町3-33-6	35.700626	139.987176
04442	新潟大学前店	9502045	新潟県新潟市西区五十嵐東1-1-10	37.876551	138.95811
04443	アリオ川口店	3320033	埼玉県川口市並木元町1-79	35.808569	139.71409
04444	ベルクス岩槻店	3390074	埼玉県さいたま市岩槻区本宿428-1	35.966168	139.691345
04445	幕張本郷店	2620033	千葉県千葉市花見川区幕張本郷7-4-29	35.670427	140.044763
04452	福岡志免店	8112207	福岡県糟屋郡志免町大字南里2-34-3	33.598027	130.470038
04454	水沢店	0230003	岩手県奥州市水沢区佐倉河字川原田80-1	39.168914	141.136827
04456	溝の口南口店	2130011	神奈川県川崎市高津区久本1-2-1	35.596217	139.614436
04457	須賀川東店	9620852	福島県須賀川市仲の町171-1	37.297384	140.38351
04460	奄美大島店	8940061	鹿児島県奄美市名瀬朝日町3-1	28.398567	129.526071
04462	衣笠店	2380031	神奈川県横須賀市衣笠栄町1-17	35.259448	139.660799
04464	新発田店	9570065	新潟県新発田市舟入町3-4-8	37.956085	139.307964
04465	本宮インター店	9691104	福島県本宮市荒井字久保田132-33	37.486314	140.381443
04472	ベイサイド門司店	8000063	福岡県北九州市門司区大里本町3-10-4	33.907487	130.932716
04473	新津店	9560035	新潟県新潟市秋葉区程島1964-1	37.783768	139.116075
04478	下吉田店	4030004	山梨県富士吉田市下吉田6-24-25	35.494203	138.810955
04480	コザ店	9040031	沖縄県沖縄市上地1-11-5	26.332865	127.792483
04482	尾西店	4940007	愛知県一宮市小信中島字郷東2420	35.31397	136.747075
04484	国立北口店	1850034	東京都国分寺市光町1-42-19	35.705502	139.443606
04485	静岡小鹿店	4228021	静岡県静岡市駿河区小鹿734-1	34.973656	138.422762
04486	瑞江店	1320011	東京都江戸川区瑞江2-3-10ｻﾃｨﾊﾞ瑞江1F	35.697026	139.895331
04489	西葛西北口店	1340088	東京都江戸川区西葛西3-22-16	35.665203	139.859138
04492	島田店	4270041	静岡県島田市中河町8968-4	34.84384	138.173908
04493	福山松永店	7290114	広島県福山市柳津町1-4-17	34.437994	133.265584
04495	防府コスパ店	7470836	山口県防府市大字植松554-1	34.041792	131.529577
04496	新宮店	6470042	和歌山県新宮市下田2-2-7	33.717605	135.993452
04497	河内長野店	5860023	大阪府河内長野市野作町11-22	34.452018	135.560494
04500	東金店	2830067	千葉県東金市東上宿1-6-81	35.556138	140.363873
04501	高松栗林店	7600074	香川県高松市桜町2-14-24	34.329059	134.052539
04511	西中島南方店	5320011	大阪府大阪市淀川区西中島3ｰ23ｰ9	34.727616	135.498035
04512	西院店	6150021	京都府京都市右京区西院三蔵町17RINOﾎﾃﾙ1F	35.001777	135.732282
04516	阿佐ヶ谷北店	1660001	東京都杉並区阿佐ヶ谷北1-26-4	35.710457	139.636724
04521	能代店	0160186	秋田県能代市下野13-2	40.188763	140.039821
04529	新潟河渡本町店	9500016	新潟県新潟市東区河渡本町22-59	37.9350651	139.1042451
04530	キッザニア東京店	1350061	東京都江東区豊洲2-4-93F-33200ｷｯｻﾞﾆｱ東京内	35.654488	139.794319
04533	カインズ西神南店	6512243	兵庫県神戸市西区井吹台西町1-1ｶｲﾝｽﾞﾎｰﾑ西神南店内	34.695096	135.024391
